"WTP","Strategy","Proportion","On_Frontier","discount","scenario"
170000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","base_case"
175000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","base_case"
175000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","base_case"
180000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","base_case"
180000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","base_case"
185000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","base_case"
185000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","base_case"
190000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","base_case"
190000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","base_case"
195000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","base_case"
195000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","base_case"
200000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","base_case"
200000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","base_case"
0,"Blinatumomab and chemotherapy",0.00206185567010309,FALSE,"undiscounted","base_case"
0,"Chemotherapy only",0.997938144329897,TRUE,"undiscounted","base_case"
5000,"Blinatumomab and chemotherapy",0.022680412371134,FALSE,"undiscounted","base_case"
5000,"Chemotherapy only",0.977319587628866,TRUE,"undiscounted","base_case"
10000,"Blinatumomab and chemotherapy",0.131958762886598,FALSE,"undiscounted","base_case"
10000,"Chemotherapy only",0.868041237113402,TRUE,"undiscounted","base_case"
15000,"Blinatumomab and chemotherapy",0.37319587628866,FALSE,"undiscounted","base_case"
15000,"Chemotherapy only",0.62680412371134,TRUE,"undiscounted","base_case"
20000,"Blinatumomab and chemotherapy",0.593814432989691,TRUE,"undiscounted","base_case"
20000,"Chemotherapy only",0.406185567010309,FALSE,"undiscounted","base_case"
25000,"Blinatumomab and chemotherapy",0.760824742268041,TRUE,"undiscounted","base_case"
25000,"Chemotherapy only",0.239175257731959,FALSE,"undiscounted","base_case"
30000,"Blinatumomab and chemotherapy",0.857731958762887,TRUE,"undiscounted","base_case"
30000,"Chemotherapy only",0.142268041237113,FALSE,"undiscounted","base_case"
35000,"Blinatumomab and chemotherapy",0.911340206185567,TRUE,"undiscounted","base_case"
35000,"Chemotherapy only",0.088659793814433,FALSE,"undiscounted","base_case"
40000,"Blinatumomab and chemotherapy",0.944329896907216,TRUE,"undiscounted","base_case"
40000,"Chemotherapy only",0.0556701030927835,FALSE,"undiscounted","base_case"
45000,"Blinatumomab and chemotherapy",0.962886597938144,TRUE,"undiscounted","base_case"
45000,"Chemotherapy only",0.0371134020618557,FALSE,"undiscounted","base_case"
50000,"Blinatumomab and chemotherapy",0.971134020618557,TRUE,"undiscounted","base_case"
50000,"Chemotherapy only",0.0288659793814433,FALSE,"undiscounted","base_case"
55000,"Blinatumomab and chemotherapy",0.975257731958763,TRUE,"undiscounted","base_case"
55000,"Chemotherapy only",0.0247422680412371,FALSE,"undiscounted","base_case"
60000,"Blinatumomab and chemotherapy",0.977319587628866,TRUE,"undiscounted","base_case"
60000,"Chemotherapy only",0.022680412371134,FALSE,"undiscounted","base_case"
65000,"Blinatumomab and chemotherapy",0.979381443298969,TRUE,"undiscounted","base_case"
65000,"Chemotherapy only",0.0206185567010309,FALSE,"undiscounted","base_case"
70000,"Blinatumomab and chemotherapy",0.983505154639175,TRUE,"undiscounted","base_case"
70000,"Chemotherapy only",0.0164948453608247,FALSE,"undiscounted","base_case"
75000,"Blinatumomab and chemotherapy",0.985567010309278,TRUE,"undiscounted","base_case"
75000,"Chemotherapy only",0.0144329896907217,FALSE,"undiscounted","base_case"
80000,"Blinatumomab and chemotherapy",0.989690721649485,TRUE,"undiscounted","base_case"
80000,"Chemotherapy only",0.0103092783505155,FALSE,"undiscounted","base_case"
85000,"Blinatumomab and chemotherapy",0.991752577319588,TRUE,"undiscounted","base_case"
85000,"Chemotherapy only",0.00824742268041237,FALSE,"undiscounted","base_case"
90000,"Blinatumomab and chemotherapy",0.993814432989691,TRUE,"undiscounted","base_case"
90000,"Chemotherapy only",0.00618556701030928,FALSE,"undiscounted","base_case"
95000,"Blinatumomab and chemotherapy",0.993814432989691,TRUE,"undiscounted","base_case"
95000,"Chemotherapy only",0.00618556701030928,FALSE,"undiscounted","base_case"
100000,"Blinatumomab and chemotherapy",0.995876288659794,TRUE,"undiscounted","base_case"
100000,"Chemotherapy only",0.00412371134020619,FALSE,"undiscounted","base_case"
105000,"Blinatumomab and chemotherapy",0.995876288659794,TRUE,"undiscounted","base_case"
105000,"Chemotherapy only",0.00412371134020619,FALSE,"undiscounted","base_case"
110000,"Blinatumomab and chemotherapy",0.995876288659794,TRUE,"undiscounted","base_case"
110000,"Chemotherapy only",0.00412371134020619,FALSE,"undiscounted","base_case"
115000,"Blinatumomab and chemotherapy",0.997938144329897,TRUE,"undiscounted","base_case"
115000,"Chemotherapy only",0.00206185567010309,FALSE,"undiscounted","base_case"
120000,"Blinatumomab and chemotherapy",0.997938144329897,TRUE,"undiscounted","base_case"
120000,"Chemotherapy only",0.00206185567010309,FALSE,"undiscounted","base_case"
125000,"Blinatumomab and chemotherapy",0.997938144329897,TRUE,"undiscounted","base_case"
125000,"Chemotherapy only",0.00206185567010309,FALSE,"undiscounted","base_case"
130000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
130000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
135000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
135000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
140000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
140000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
145000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
145000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
150000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
150000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
155000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
155000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
160000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
160000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
165000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
165000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
170000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
170000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
175000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
175000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
180000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
180000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
185000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
185000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
190000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
190000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
195000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
195000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
200000,"Blinatumomab and chemotherapy",1,TRUE,"undiscounted","base_case"
200000,"Chemotherapy only",0,FALSE,"undiscounted","base_case"
0,"Blinatumomab and chemotherapy",0.00823045267489712,FALSE,"discounted","blina_cost_low"
0,"Chemotherapy only",0.991769547325103,TRUE,"discounted","blina_cost_low"
5000,"Blinatumomab and chemotherapy",0.0205761316872428,FALSE,"discounted","blina_cost_low"
5000,"Chemotherapy only",0.979423868312757,TRUE,"discounted","blina_cost_low"
10000,"Blinatumomab and chemotherapy",0.0699588477366255,FALSE,"discounted","blina_cost_low"
10000,"Chemotherapy only",0.930041152263374,TRUE,"discounted","blina_cost_low"
15000,"Blinatumomab and chemotherapy",0.15843621399177,FALSE,"discounted","blina_cost_low"
15000,"Chemotherapy only",0.84156378600823,TRUE,"discounted","blina_cost_low"
20000,"Blinatumomab and chemotherapy",0.343621399176955,FALSE,"discounted","blina_cost_low"
20000,"Chemotherapy only",0.656378600823045,TRUE,"discounted","blina_cost_low"
25000,"Blinatumomab and chemotherapy",0.497942386831276,TRUE,"discounted","blina_cost_low"
25000,"Chemotherapy only",0.502057613168724,FALSE,"discounted","blina_cost_low"
30000,"Blinatumomab and chemotherapy",0.637860082304527,TRUE,"discounted","blina_cost_low"
30000,"Chemotherapy only",0.362139917695473,FALSE,"discounted","blina_cost_low"
35000,"Blinatumomab and chemotherapy",0.746913580246914,TRUE,"discounted","blina_cost_low"
35000,"Chemotherapy only",0.253086419753086,FALSE,"discounted","blina_cost_low"
40000,"Blinatumomab and chemotherapy",0.825102880658436,TRUE,"discounted","blina_cost_low"
40000,"Chemotherapy only",0.174897119341564,FALSE,"discounted","blina_cost_low"
45000,"Blinatumomab and chemotherapy",0.880658436213992,TRUE,"discounted","blina_cost_low"
45000,"Chemotherapy only",0.119341563786008,FALSE,"discounted","blina_cost_low"
50000,"Blinatumomab and chemotherapy",0.915637860082305,TRUE,"discounted","blina_cost_low"
50000,"Chemotherapy only",0.0843621399176955,FALSE,"discounted","blina_cost_low"
55000,"Blinatumomab and chemotherapy",0.940329218106996,TRUE,"discounted","blina_cost_low"
55000,"Chemotherapy only",0.0596707818930041,FALSE,"discounted","blina_cost_low"
60000,"Blinatumomab and chemotherapy",0.948559670781893,TRUE,"discounted","blina_cost_low"
60000,"Chemotherapy only",0.051440329218107,FALSE,"discounted","blina_cost_low"
65000,"Blinatumomab and chemotherapy",0.960905349794239,TRUE,"discounted","blina_cost_low"
65000,"Chemotherapy only",0.0390946502057613,FALSE,"discounted","blina_cost_low"
70000,"Blinatumomab and chemotherapy",0.969135802469136,TRUE,"discounted","blina_cost_low"
70000,"Chemotherapy only",0.0308641975308642,FALSE,"discounted","blina_cost_low"
75000,"Blinatumomab and chemotherapy",0.973251028806584,TRUE,"discounted","blina_cost_low"
75000,"Chemotherapy only",0.0267489711934156,FALSE,"discounted","blina_cost_low"
80000,"Blinatumomab and chemotherapy",0.975308641975309,TRUE,"discounted","blina_cost_low"
80000,"Chemotherapy only",0.0246913580246914,FALSE,"discounted","blina_cost_low"
85000,"Blinatumomab and chemotherapy",0.979423868312757,TRUE,"discounted","blina_cost_low"
85000,"Chemotherapy only",0.0205761316872428,FALSE,"discounted","blina_cost_low"
90000,"Blinatumomab and chemotherapy",0.981481481481482,TRUE,"discounted","blina_cost_low"
90000,"Chemotherapy only",0.0185185185185185,FALSE,"discounted","blina_cost_low"
95000,"Blinatumomab and chemotherapy",0.983539094650206,TRUE,"discounted","blina_cost_low"
95000,"Chemotherapy only",0.0164609053497942,FALSE,"discounted","blina_cost_low"
100000,"Blinatumomab and chemotherapy",0.98559670781893,TRUE,"discounted","blina_cost_low"
100000,"Chemotherapy only",0.01440329218107,FALSE,"discounted","blina_cost_low"
105000,"Blinatumomab and chemotherapy",0.987654320987654,TRUE,"discounted","blina_cost_low"
105000,"Chemotherapy only",0.0123456790123457,FALSE,"discounted","blina_cost_low"
110000,"Blinatumomab and chemotherapy",0.987654320987654,TRUE,"discounted","blina_cost_low"
110000,"Chemotherapy only",0.0123456790123457,FALSE,"discounted","blina_cost_low"
115000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_low"
115000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_low"
120000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_low"
120000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_low"
125000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_low"
125000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_low"
130000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_low"
130000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_low"
135000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","blina_cost_low"
135000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","blina_cost_low"
140000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","blina_cost_low"
140000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","blina_cost_low"
145000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","blina_cost_low"
145000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","blina_cost_low"
150000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_low"
150000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_low"
155000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_low"
155000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_low"
160000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_low"
160000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_low"
165000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_low"
165000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_low"
170000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_low"
170000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_low"
175000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_low"
175000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_low"
180000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_low"
180000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_low"
185000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_low"
185000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_low"
190000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_low"
190000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_low"
195000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_low"
195000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_low"
200000,"Blinatumomab and chemotherapy",0.997942386831276,TRUE,"discounted","blina_cost_low"
200000,"Chemotherapy only",0.00205761316872428,FALSE,"discounted","blina_cost_low"
0,"Blinatumomab and chemotherapy",0,FALSE,"discounted","blina_cost_high"
0,"Chemotherapy only",1,TRUE,"discounted","blina_cost_high"
5000,"Blinatumomab and chemotherapy",0.00411522633744856,FALSE,"discounted","blina_cost_high"
5000,"Chemotherapy only",0.995884773662551,TRUE,"discounted","blina_cost_high"
10000,"Blinatumomab and chemotherapy",0.01440329218107,FALSE,"discounted","blina_cost_high"
10000,"Chemotherapy only",0.98559670781893,TRUE,"discounted","blina_cost_high"
15000,"Blinatumomab and chemotherapy",0.0411522633744856,FALSE,"discounted","blina_cost_high"
15000,"Chemotherapy only",0.958847736625514,TRUE,"discounted","blina_cost_high"
20000,"Blinatumomab and chemotherapy",0.0946502057613169,FALSE,"discounted","blina_cost_high"
20000,"Chemotherapy only",0.905349794238683,TRUE,"discounted","blina_cost_high"
25000,"Blinatumomab and chemotherapy",0.220164609053498,FALSE,"discounted","blina_cost_high"
25000,"Chemotherapy only",0.779835390946502,TRUE,"discounted","blina_cost_high"
30000,"Blinatumomab and chemotherapy",0.364197530864198,FALSE,"discounted","blina_cost_high"
30000,"Chemotherapy only",0.635802469135803,TRUE,"discounted","blina_cost_high"
35000,"Blinatumomab and chemotherapy",0.497942386831276,TRUE,"discounted","blina_cost_high"
35000,"Chemotherapy only",0.502057613168724,FALSE,"discounted","blina_cost_high"
40000,"Blinatumomab and chemotherapy",0.606995884773663,TRUE,"discounted","blina_cost_high"
40000,"Chemotherapy only",0.393004115226337,FALSE,"discounted","blina_cost_high"
45000,"Blinatumomab and chemotherapy",0.707818930041152,TRUE,"discounted","blina_cost_high"
45000,"Chemotherapy only",0.292181069958848,FALSE,"discounted","blina_cost_high"
50000,"Blinatumomab and chemotherapy",0.777777777777778,TRUE,"discounted","blina_cost_high"
50000,"Chemotherapy only",0.222222222222222,FALSE,"discounted","blina_cost_high"
55000,"Blinatumomab and chemotherapy",0.831275720164609,TRUE,"discounted","blina_cost_high"
55000,"Chemotherapy only",0.168724279835391,FALSE,"discounted","blina_cost_high"
60000,"Blinatumomab and chemotherapy",0.880658436213992,TRUE,"discounted","blina_cost_high"
60000,"Chemotherapy only",0.119341563786008,FALSE,"discounted","blina_cost_high"
65000,"Blinatumomab and chemotherapy",0.915637860082305,TRUE,"discounted","blina_cost_high"
65000,"Chemotherapy only",0.0843621399176955,FALSE,"discounted","blina_cost_high"
70000,"Blinatumomab and chemotherapy",0.934156378600823,TRUE,"discounted","blina_cost_high"
70000,"Chemotherapy only",0.065843621399177,FALSE,"discounted","blina_cost_high"
75000,"Blinatumomab and chemotherapy",0.946502057613169,TRUE,"discounted","blina_cost_high"
75000,"Chemotherapy only",0.0534979423868313,FALSE,"discounted","blina_cost_high"
80000,"Blinatumomab and chemotherapy",0.950617283950617,TRUE,"discounted","blina_cost_high"
80000,"Chemotherapy only",0.0493827160493827,FALSE,"discounted","blina_cost_high"
85000,"Blinatumomab and chemotherapy",0.958847736625514,TRUE,"discounted","blina_cost_high"
85000,"Chemotherapy only",0.0411522633744856,FALSE,"discounted","blina_cost_high"
90000,"Blinatumomab and chemotherapy",0.969135802469136,TRUE,"discounted","blina_cost_high"
90000,"Chemotherapy only",0.0308641975308642,FALSE,"discounted","blina_cost_high"
95000,"Blinatumomab and chemotherapy",0.973251028806584,TRUE,"discounted","blina_cost_high"
95000,"Chemotherapy only",0.0267489711934156,FALSE,"discounted","blina_cost_high"
100000,"Blinatumomab and chemotherapy",0.975308641975309,TRUE,"discounted","blina_cost_high"
100000,"Chemotherapy only",0.0246913580246914,FALSE,"discounted","blina_cost_high"
105000,"Blinatumomab and chemotherapy",0.977366255144033,TRUE,"discounted","blina_cost_high"
105000,"Chemotherapy only",0.0226337448559671,FALSE,"discounted","blina_cost_high"
110000,"Blinatumomab and chemotherapy",0.981481481481482,TRUE,"discounted","blina_cost_high"
110000,"Chemotherapy only",0.0185185185185185,FALSE,"discounted","blina_cost_high"
115000,"Blinatumomab and chemotherapy",0.981481481481482,TRUE,"discounted","blina_cost_high"
115000,"Chemotherapy only",0.0185185185185185,FALSE,"discounted","blina_cost_high"
120000,"Blinatumomab and chemotherapy",0.98559670781893,TRUE,"discounted","blina_cost_high"
120000,"Chemotherapy only",0.01440329218107,FALSE,"discounted","blina_cost_high"
125000,"Blinatumomab and chemotherapy",0.98559670781893,TRUE,"discounted","blina_cost_high"
125000,"Chemotherapy only",0.01440329218107,FALSE,"discounted","blina_cost_high"
130000,"Blinatumomab and chemotherapy",0.98559670781893,TRUE,"discounted","blina_cost_high"
130000,"Chemotherapy only",0.01440329218107,FALSE,"discounted","blina_cost_high"
135000,"Blinatumomab and chemotherapy",0.987654320987654,TRUE,"discounted","blina_cost_high"
135000,"Chemotherapy only",0.0123456790123457,FALSE,"discounted","blina_cost_high"
140000,"Blinatumomab and chemotherapy",0.989711934156379,TRUE,"discounted","blina_cost_high"
140000,"Chemotherapy only",0.0102880658436214,FALSE,"discounted","blina_cost_high"
145000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_high"
145000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_high"
150000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_high"
150000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_high"
155000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_high"
155000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_high"
160000,"Blinatumomab and chemotherapy",0.991769547325103,TRUE,"discounted","blina_cost_high"
160000,"Chemotherapy only",0.00823045267489712,FALSE,"discounted","blina_cost_high"
165000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","blina_cost_high"
165000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","blina_cost_high"
170000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","blina_cost_high"
170000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","blina_cost_high"
175000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","blina_cost_high"
175000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","blina_cost_high"
180000,"Blinatumomab and chemotherapy",0.993827160493827,TRUE,"discounted","blina_cost_high"
180000,"Chemotherapy only",0.00617283950617284,FALSE,"discounted","blina_cost_high"
185000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_high"
185000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_high"
190000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_high"
190000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_high"
195000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_high"
195000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_high"
200000,"Blinatumomab and chemotherapy",0.995884773662551,TRUE,"discounted","blina_cost_high"
200000,"Chemotherapy only",0.00411522633744856,FALSE,"discounted","blina_cost_high"
0,"Blinatumomab and chemotherapy",0,FALSE,"discounted","ivig"
0,"Chemotherapy only",1,TRUE,"discounted","ivig"
5000,"Blinatumomab and chemotherapy",0.00823045267489712,FALSE,"discounted","ivig"
5000,"Chemotherapy only",0.991769547325103,TRUE,"discounted","ivig"
10000,"Blinatumomab and chemotherapy",0.0308641975308642,FALSE,"discounted","ivig"
10000,"Chemotherapy only",0.969135802469136,TRUE,"discounted","ivig"
15000,"Blinatumomab and chemotherapy",0.0781893004115226,FALSE,"discounted","ivig"
15000,"Chemotherapy only",0.921810699588477,TRUE,"discounted","ivig"
20000,"Blinatumomab and chemotherapy",0.172839506172839,FALSE,"discounted","ivig"
20000,"Chemotherapy only",0.827160493827161,TRUE,"discounted","ivig"
25000,"Blinatumomab and chemotherapy",0.333333333333333,FALSE,"discounted","ivig"
